DATE,DCPF3M,IR3TCD01USM156N,TB3MS,BSBY_proxy_3M,TED_new
4/15/2024,5.34,5.32,5.24,5.33,0.09
4/16/2024,5.34,5.32,5.24,5.33,0.09
4/17/2024,5.34,5.32,5.24,5.33,0.09
4/18/2024,5.34,5.32,5.24,5.33,0.09
4/19/2024,5.34,5.32,5.24,5.33,0.09
4/22/2024,5.34,5.32,5.24,5.33,0.09
4/23/2024,5.34,5.32,5.24,5.33,0.09
4/24/2024,5.37,5.32,5.24,5.345,0.105
4/25/2024,5.37,5.32,5.24,5.345,0.105
4/26/2024,5.37,5.32,5.24,5.345,0.105
4/29/2024,5.33,5.32,5.24,5.325,0.085
4/30/2024,5.34,5.32,5.24,5.33,0.09
5/1/2024,5.34,5.32,5.25,5.33,0.08
5/2/2024,5.37,5.32,5.25,5.345,0.095
5/3/2024,5.37,5.32,5.25,5.345,0.095
5/6/2024,5.37,5.32,5.25,5.345,0.095
5/7/2024,5.34,5.32,5.25,5.33,0.08
5/8/2024,5.33,5.32,5.25,5.325,0.075
5/9/2024,5.3,5.32,5.25,5.31,0.06
5/10/2024,5.3,5.32,5.25,5.31,0.06
5/13/2024,5.3,5.32,5.25,5.31,0.06
5/14/2024,5.3,5.32,5.25,5.31,0.06
5/15/2024,5.29,5.32,5.25,5.305,0.055
5/16/2024,5.29,5.32,5.25,5.305,0.055
5/17/2024,5.29,5.32,5.25,5.305,0.055
5/20/2024,5.26,5.32,5.25,5.29,0.04
5/21/2024,5.26,5.32,5.25,5.29,0.04
5/22/2024,5.34,5.32,5.25,5.33,0.08
5/23/2024,5.3,5.32,5.25,5.31,0.06
5/24/2024,5.29,5.32,5.25,5.305,0.055
5/27/2024,5.29,5.32,5.25,5.305,0.055
5/28/2024,5.33,5.32,5.25,5.325,0.075
5/29/2024,5.36,5.32,5.25,5.34,0.09
5/30/2024,5.36,5.32,5.25,5.34,0.09
5/31/2024,5.33,5.32,5.25,5.325,0.075
6/1/2024,5.33,5.32,5.24,5.325,0.085
6/3/2024,5.33,5.32,5.24,5.325,0.085
6/4/2024,5.37,5.32,5.24,5.345,0.105
6/5/2024,5.37,5.32,5.24,5.345,0.105
6/6/2024,5.27,5.32,5.24,5.295,0.055
6/7/2024,5.28,5.32,5.24,5.3,0.06
6/10/2024,5.31,5.32,5.24,5.315,0.075
6/11/2024,5.3,5.32,5.24,5.31,0.07
6/12/2024,5.3,5.32,5.24,5.31,0.07
6/13/2024,5.29,5.32,5.24,5.305,0.065
6/14/2024,5.27,5.32,5.24,5.295,0.055
6/17/2024,5.22,5.32,5.24,5.27,0.03
6/18/2024,5.23,5.32,5.24,5.275,0.035
6/19/2024,5.23,5.32,5.24,5.275,0.035
6/20/2024,5.23,5.32,5.24,5.275,0.035
6/21/2024,5.23,5.32,5.24,5.275,0.035
6/24/2024,5.23,5.32,5.24,5.275,0.035
6/25/2024,5.27,5.32,5.24,5.295,0.055
6/26/2024,5.26,5.32,5.24,5.29,0.05
6/27/2024,5.26,5.32,5.24,5.29,0.05
6/28/2024,5.26,5.32,5.24,5.29,0.05
7/1/2024,5.35,5.32,5.2,5.335,0.135
7/2/2024,5.29,5.32,5.2,5.305,0.105
7/3/2024,5.29,5.32,5.2,5.305,0.105
7/4/2024,5.29,5.32,5.2,5.305,0.105
7/5/2024,5.29,5.32,5.2,5.305,0.105
7/8/2024,5.29,5.32,5.2,5.305,0.105
7/9/2024,5.27,5.32,5.2,5.295,0.095
7/10/2024,5.35,5.32,5.2,5.335,0.135
7/11/2024,5.25,5.32,5.2,5.285,0.085
7/12/2024,5.35,5.32,5.2,5.335,0.135
7/15/2024,5.35,5.32,5.2,5.335,0.135
7/16/2024,5.35,5.32,5.2,5.335,0.135
7/17/2024,5.35,5.32,5.2,5.335,0.135
7/18/2024,5.35,5.32,5.2,5.335,0.135
7/19/2024,5.35,5.32,5.2,5.335,0.135
7/22/2024,5.29,5.32,5.2,5.305,0.105
7/23/2024,5.29,5.32,5.2,5.305,0.105
7/24/2024,5.29,5.32,5.2,5.305,0.105
7/25/2024,5.32,5.32,5.2,5.32,0.12
7/26/2024,5.32,5.32,5.2,5.32,0.12
7/29/2024,5.32,5.32,5.2,5.32,0.12
7/30/2024,5.32,5.32,5.2,5.32,0.12
7/31/2024,5.3,5.32,5.2,5.31,0.11
8/1/2024,5.19,5.32,5.05,5.255,0.205
8/2/2024,5.19,5.32,5.05,5.255,0.205
8/5/2024,5.19,5.32,5.05,5.255,0.205
8/6/2024,5.19,5.32,5.05,5.255,0.205
8/7/2024,5.19,5.32,5.05,5.255,0.205
8/8/2024,5.16,5.32,5.05,5.24,0.19
8/9/2024,5.11,5.32,5.05,5.215,0.165
8/12/2024,5.11,5.32,5.05,5.215,0.165
8/13/2024,5.11,5.32,5.05,5.215,0.165
8/14/2024,5.11,5.32,5.05,5.215,0.165
8/15/2024,5.15,5.32,5.05,5.235,0.185
8/16/2024,5.15,5.32,5.05,5.235,0.185
8/19/2024,5.13,5.32,5.05,5.225,0.175
8/20/2024,5.13,5.32,5.05,5.225,0.175
8/21/2024,5.06,5.32,5.05,5.19,0.14
8/22/2024,5.06,5.32,5.05,5.19,0.14
8/23/2024,5.06,5.32,5.05,5.19,0.14
8/26/2024,5.06,5.32,5.05,5.19,0.14
8/27/2024,5.06,5.32,5.05,5.19,0.14
8/28/2024,5.06,5.32,5.05,5.19,0.14
8/29/2024,5.04,5.32,5.05,5.18,0.13
8/30/2024,5.04,5.32,5.05,5.18,0.13
9/1/2024,5.04,5.32,4.72,5.18,0.46
9/2/2024,5.04,5.32,4.72,5.18,0.46
9/3/2024,5.02,5.32,4.72,5.17,0.45
9/4/2024,5.02,5.32,4.72,5.17,0.45
9/5/2024,5.02,5.32,4.72,5.17,0.45
9/6/2024,5.02,5.32,4.72,5.17,0.45
9/9/2024,4.99,5.32,4.72,5.155,0.435
9/10/2024,4.99,5.32,4.72,5.155,0.435
9/11/2024,4.99,5.32,4.72,5.155,0.435
9/12/2024,5.03,5.32,4.72,5.175,0.455
9/13/2024,5.03,5.32,4.72,5.175,0.455
9/16/2024,5.03,5.32,4.72,5.175,0.455
9/17/2024,5.03,5.32,4.72,5.175,0.455
9/18/2024,5.03,5.32,4.72,5.175,0.455
9/19/2024,4.62,5.32,4.72,4.97,0.25
9/20/2024,4.64,5.32,4.72,4.98,0.26
9/23/2024,4.64,5.32,4.72,4.98,0.26
9/24/2024,4.64,5.32,4.72,4.98,0.26
9/25/2024,4.64,5.32,4.72,4.98,0.26
9/26/2024,4.64,5.32,4.72,4.98,0.26
9/27/2024,4.64,5.32,4.72,4.98,0.26
9/30/2024,4.64,5.32,4.72,4.98,0.26
10/1/2024,4.64,5.32,4.51,4.98,0.47
10/2/2024,4.58,5.32,4.51,4.95,0.44
10/3/2024,4.58,5.32,4.51,4.95,0.44
10/4/2024,4.58,5.32,4.51,4.95,0.44
10/7/2024,4.58,5.32,4.51,4.95,0.44
10/8/2024,4.57,5.32,4.51,4.945,0.435
10/9/2024,4.57,5.32,4.51,4.945,0.435
10/10/2024,4.54,5.32,4.51,4.93,0.42
10/11/2024,4.66,5.32,4.51,4.99,0.48
10/14/2024,4.66,5.32,4.51,4.99,0.48
10/15/2024,4.66,5.32,4.51,4.99,0.48
10/16/2024,4.58,5.32,4.51,4.95,0.44
10/17/2024,4.58,5.32,4.51,4.95,0.44
10/18/2024,4.58,5.32,4.51,4.95,0.44
10/21/2024,4.58,5.32,4.51,4.95,0.44
10/22/2024,4.6,5.32,4.51,4.96,0.45
10/23/2024,4.68,5.32,4.51,5,0.49
10/24/2024,4.66,5.32,4.51,4.99,0.48
10/25/2024,4.65,5.32,4.51,4.985,0.475
10/28/2024,4.65,5.32,4.51,4.985,0.475
10/29/2024,4.65,5.32,4.51,4.985,0.475
10/30/2024,4.65,5.32,4.51,4.985,0.475
10/31/2024,4.67,5.32,4.51,4.995,0.485
11/1/2024,4.67,5.32,4.42,4.995,0.575
11/4/2024,4.65,5.32,4.42,4.985,0.565
11/5/2024,4.46,5.32,4.42,4.89,0.47
11/6/2024,4.46,5.32,4.42,4.89,0.47
11/7/2024,4.46,5.32,4.42,4.89,0.47
11/8/2024,4.46,5.32,4.42,4.89,0.47
11/11/2024,4.46,5.32,4.42,4.89,0.47
11/12/2024,4.48,5.32,4.42,4.9,0.48
11/13/2024,4.48,5.32,4.42,4.9,0.48
11/14/2024,4.45,5.32,4.42,4.885,0.465
11/15/2024,4.47,5.32,4.42,4.895,0.475
11/18/2024,4.47,5.32,4.42,4.895,0.475
11/19/2024,4.47,5.32,4.42,4.895,0.475
11/20/2024,4.47,5.32,4.42,4.895,0.475
11/21/2024,4.56,5.32,4.42,4.94,0.52
11/22/2024,4.56,5.32,4.42,4.94,0.52
11/25/2024,4.46,5.32,4.42,4.89,0.47
11/26/2024,4.55,5.32,4.42,4.935,0.515
11/27/2024,4.58,5.32,4.42,4.95,0.53
11/28/2024,4.58,5.32,4.42,4.95,0.53
11/29/2024,4.58,5.32,4.42,4.95,0.53
12/1/2024,4.58,5.32,4.27,4.95,0.68
12/2/2024,4.58,5.32,4.27,4.95,0.68
12/3/2024,4.58,5.32,4.27,4.95,0.68
12/4/2024,4.53,5.32,4.27,4.925,0.655
12/5/2024,4.51,5.32,4.27,4.915,0.645
12/6/2024,4.47,5.32,4.27,4.895,0.625
12/9/2024,4.49,5.32,4.27,4.905,0.635
12/10/2024,4.5,5.32,4.27,4.91,0.64
12/11/2024,4.43,5.32,4.27,4.875,0.605
12/12/2024,4.43,5.32,4.27,4.875,0.605
12/13/2024,4.5,5.32,4.27,4.91,0.64
12/16/2024,4.48,5.32,4.27,4.9,0.63
12/17/2024,4.47,5.32,4.27,4.895,0.625
12/18/2024,4.47,5.32,4.27,4.895,0.625
12/19/2024,4.39,5.32,4.27,4.855,0.585
12/20/2024,4.39,5.32,4.27,4.855,0.585
12/23/2024,4.37,5.32,4.27,4.845,0.575
12/24/2024,4.37,5.32,4.27,4.845,0.575
12/25/2024,4.37,5.32,4.27,4.845,0.575
12/26/2024,4.37,5.32,4.27,4.845,0.575
12/27/2024,4.37,5.32,4.27,4.845,0.575
12/30/2024,4.37,5.32,4.27,4.845,0.575
12/31/2024,4.37,5.32,4.27,4.845,0.575
1/1/2025,4.37,5.32,4.21,4.845,0.635
1/2/2025,4.4,5.32,4.21,4.86,0.65
1/3/2025,4.38,5.32,4.21,4.85,0.64
1/6/2025,4.35,5.32,4.21,4.835,0.625
1/7/2025,4.32,5.32,4.21,4.82,0.61
1/8/2025,4.32,5.32,4.21,4.82,0.61
1/9/2025,4.32,5.32,4.21,4.82,0.61
1/10/2025,4.27,5.32,4.21,4.795,0.585
1/13/2025,4.27,5.32,4.21,4.795,0.585
1/14/2025,4.27,5.32,4.21,4.795,0.585
1/15/2025,4.27,5.32,4.21,4.795,0.585
1/16/2025,4.33,5.32,4.21,4.825,0.615
1/17/2025,4.33,5.32,4.21,4.825,0.615
1/20/2025,4.33,5.32,4.21,4.825,0.615
1/21/2025,4.31,5.32,4.21,4.815,0.605
1/22/2025,4.33,5.32,4.21,4.825,0.615
1/23/2025,4.29,5.32,4.21,4.805,0.595
1/24/2025,4.29,5.32,4.21,4.805,0.595
1/27/2025,4.29,5.32,4.21,4.805,0.595
1/28/2025,4.29,5.32,4.21,4.805,0.595
1/29/2025,4.27,5.32,4.21,4.795,0.585
1/30/2025,4.38,5.32,4.21,4.85,0.64
1/31/2025,4.38,5.32,4.21,4.85,0.64
2/1/2025,4.38,5.32,4.22,4.85,0.63
2/3/2025,4.35,5.32,4.22,4.835,0.615
2/4/2025,4.35,5.32,4.22,4.835,0.615
2/5/2025,4.26,5.32,4.22,4.79,0.57
2/6/2025,4.26,5.32,4.22,4.79,0.57
2/7/2025,4.38,5.32,4.22,4.85,0.63
2/10/2025,4.38,5.32,4.22,4.85,0.63
2/11/2025,4.28,5.32,4.22,4.8,0.58
2/12/2025,4.38,5.32,4.22,4.85,0.63
2/13/2025,4.38,5.32,4.22,4.85,0.63
2/14/2025,4.39,5.32,4.22,4.855,0.635
2/17/2025,4.39,5.32,4.22,4.855,0.635
2/18/2025,4.39,5.32,4.22,4.855,0.635
2/19/2025,4.31,5.32,4.22,4.815,0.595
2/20/2025,4.33,5.32,4.22,4.825,0.605
2/21/2025,4.33,5.32,4.22,4.825,0.605
2/24/2025,4.33,5.32,4.22,4.825,0.605
2/25/2025,4.33,5.32,4.22,4.825,0.605
2/26/2025,4.32,5.32,4.22,4.82,0.6
2/27/2025,4.3,5.32,4.22,4.81,0.59
2/28/2025,4.39,5.32,4.22,4.855,0.635
3/1/2025,4.39,5.32,4.2,4.855,0.655
3/3/2025,4.39,5.32,4.2,4.855,0.655
3/4/2025,4.3,5.32,4.2,4.81,0.61
3/5/2025,4.29,5.32,4.2,4.805,0.605
3/6/2025,4.27,5.32,4.2,4.795,0.595
3/7/2025,4.27,5.32,4.2,4.795,0.595
3/10/2025,4.27,5.32,4.2,4.795,0.595
3/11/2025,4.27,5.32,4.2,4.795,0.595
3/12/2025,4.27,5.32,4.2,4.795,0.595
3/13/2025,4.28,5.32,4.2,4.8,0.6
3/14/2025,4.33,5.32,4.2,4.825,0.625
3/17/2025,4.27,5.32,4.2,4.795,0.595
3/18/2025,4.27,5.32,4.2,4.795,0.595
3/19/2025,4.27,5.32,4.2,4.795,0.595
3/20/2025,4.27,5.32,4.2,4.795,0.595
3/21/2025,4.27,5.32,4.2,4.795,0.595
3/24/2025,4.3,5.32,4.2,4.81,0.61
3/25/2025,4.35,5.32,4.2,4.835,0.635
3/26/2025,4.35,5.32,4.2,4.835,0.635
3/27/2025,4.28,5.32,4.2,4.8,0.6
3/28/2025,4.3,5.32,4.2,4.81,0.61
3/31/2025,4.3,5.32,4.2,4.81,0.61
4/1/2025,4.26,5.32,4.2,4.79,0.59
4/2/2025,4.3,5.32,4.2,4.81,0.61
4/3/2025,4.3,5.32,4.2,4.81,0.61
4/4/2025,4.32,5.32,4.2,4.82,0.62
4/7/2025,4.32,5.32,4.2,4.82,0.62
4/8/2025,4.32,5.32,4.2,4.82,0.62
4/9/2025,4.29,5.32,4.2,4.805,0.605
4/10/2025,4.35,5.32,4.2,4.835,0.635
4/11/2025,4.35,5.32,4.2,4.835,0.635
4/14/2025,4.35,5.32,4.2,4.835,0.635
4/15/2025,4.39,5.32,4.2,4.855,0.655
4/16/2025,4.39,5.32,4.2,4.855,0.655
4/17/2025,4.39,5.32,4.2,4.855,0.655
4/18/2025,4.39,5.32,4.2,4.855,0.655
4/21/2025,4.34,5.32,4.2,4.83,0.63
4/22/2025,4.19,5.32,4.2,4.755,0.555
4/23/2025,4.26,5.32,4.2,4.79,0.59
4/24/2025,4.26,5.32,4.2,4.79,0.59
4/25/2025,4.37,5.32,4.2,4.845,0.645
4/28/2025,4.37,5.32,4.2,4.845,0.645
4/29/2025,4.38,5.32,4.2,4.85,0.65
