DATE,DCPF3M,IR3TCD01USM156N,IR3TED01USM156N,BAMLC1A0C13YEY,TB3MS,BSBY_proxy_3M,TED_new
10/26/2023,5.5,5.46,0.16,6.1,5.34,4.6348,-0.7052
10/27/2023,5.49,5.46,0.16,6.07,5.34,4.63,-0.71
10/30/2023,5.49,5.46,0.16,6.11,5.34,4.6304,-0.7096
10/31/2023,5.43,5.46,0.16,6.14,5.34,4.6037,-0.7363
11/1/2023,5.43,5.41,0.16,6.04,5.27,4.5837,-0.6863
11/2/2023,5.53,5.41,0.16,6.03,5.27,4.6286,-0.6414
11/3/2023,5.47,5.41,0.16,5.88,5.27,4.6001,-0.6699
11/6/2023,5.47,5.41,0.16,5.98,5.27,4.6011,-0.6689
11/7/2023,5.41,5.41,0.16,5.95,5.27,4.5738,-0.6962
11/8/2023,5.41,5.41,0.16,5.97,5.27,4.574,-0.696
11/9/2023,5.41,5.41,0.16,6.06,5.27,4.5749,-0.6951
11/10/2023,5.43,5.41,0.16,6.07,5.27,4.584,-0.686
11/13/2023,5.46,5.41,0.16,6.04,5.27,4.5972,-0.6728
11/14/2023,5.46,5.41,0.16,5.82,5.27,4.595,-0.675
11/15/2023,5.35,5.41,0.16,5.91,5.27,4.5464,-0.7236
11/16/2023,5.27,5.41,0.16,5.83,5.27,4.5096,-0.7604
11/17/2023,5.27,5.41,0.16,5.86,5.27,4.5099,-0.7601
11/20/2023,5.45,5.41,0.16,5.86,5.27,4.5909,-0.6791
11/21/2023,5.45,5.41,0.16,5.82,5.27,4.5905,-0.6795
11/22/2023,5.44,5.41,0.16,5.81,5.27,4.5859,-0.6841
11/23/2023,5.44,5.41,0.16,5.82,5.27,4.586,-0.684
11/24/2023,5.44,5.41,0.16,5.86,5.27,4.5864,-0.6836
11/27/2023,5.44,5.41,0.16,5.79,5.27,4.5857,-0.6843
11/28/2023,5.39,5.41,0.16,5.7,5.27,4.5623,-0.7077
11/29/2023,5.33,5.41,0.16,5.6,5.27,4.5343,-0.7357
11/30/2023,5.39,5.41,0.16,5.64,5.27,4.5617,-0.7083
12/1/2023,5.37,5.32,0.16,5.5,5.24,4.5171,-0.7229
12/4/2023,5.34,5.32,0.16,5.57,5.24,4.5043,-0.7357
12/5/2023,5.33,5.32,0.16,5.52,5.24,4.4993,-0.7407
12/6/2023,5.31,5.32,0.16,5.53,5.24,4.4904,-0.7496
12/7/2023,5.29,5.32,0.16,5.51,5.24,4.4812,-0.7588
12/8/2023,5.32,5.32,0.16,5.63,5.24,4.4959,-0.7441
12/11/2023,5.35,5.32,0.16,5.64,5.24,4.5095,-0.7305
12/12/2023,5.35,5.32,0.16,5.63,5.24,4.5094,-0.7306
12/13/2023,5.27,5.32,0.16,5.36,5.24,4.4707,-0.7693
12/14/2023,5.27,5.32,0.16,5.25,5.24,4.4696,-0.7704
12/15/2023,5.27,5.32,0.16,5.31,5.24,4.4702,-0.7698
12/18/2023,5.27,5.32,0.16,5.33,5.24,4.4704,-0.7696
12/19/2023,5.27,5.32,0.16,5.31,5.24,4.4702,-0.7698
12/20/2023,5.27,5.32,0.16,5.25,5.24,4.4696,-0.7704
12/21/2023,5.27,5.32,0.16,5.23,5.24,4.4694,-0.7706
12/22/2023,5.27,5.32,0.16,5.22,5.24,4.4693,-0.7707
12/25/2023,5.27,5.32,0.16,5.22,5.24,4.4693,-0.7707
12/26/2023,5.27,5.32,0.16,5.24,5.24,4.4695,-0.7705
12/27/2023,5.27,5.32,0.16,5.17,5.24,4.4688,-0.7712
12/28/2023,5.27,5.32,0.16,5.19,5.24,4.469,-0.771
12/29/2023,5.27,5.32,0.16,5.17,5.24,4.4688,-0.7712
12/31/2023,5.27,5.32,0.16,5.15,5.24,4.4686,-0.7714
1/1/2024,5.27,5.32,0.16,5.15,5.22,4.4686,-0.7514
1/2/2024,5.32,5.32,0.16,5.23,5.22,4.4919,-0.7281
1/3/2024,5.2,5.32,0.16,5.25,5.22,4.4381,-0.7819
1/4/2024,5.2,5.32,0.16,5.3,5.22,4.4386,-0.7814
1/5/2024,5.14,5.32,0.16,5.31,5.22,4.4117,-0.8083
1/8/2024,5.23,5.32,0.16,5.28,5.22,4.4519,-0.7681
1/9/2024,5.39,5.32,0.16,5.26,5.22,4.5237,-0.6963
1/10/2024,5.34,5.32,0.16,5.25,5.22,4.5011,-0.7189
1/11/2024,5.34,5.32,0.16,5.14,5.22,4.5,-0.72
1/12/2024,5.34,5.32,0.16,5.04,5.22,4.499,-0.721
1/15/2024,5.34,5.32,0.16,5.03,5.22,4.4989,-0.7211
1/16/2024,5.27,5.32,0.16,5.11,5.22,4.4682,-0.7518
1/17/2024,5.27,5.32,0.16,5.22,5.22,4.4693,-0.7507
1/18/2024,5.22,5.32,0.16,5.21,5.22,4.4467,-0.7733
1/19/2024,5.22,5.32,0.16,5.25,5.22,4.4471,-0.7729
1/22/2024,5.22,5.32,0.16,5.24,5.22,4.447,-0.773
1/23/2024,5.23,5.32,0.16,5.23,5.22,4.4514,-0.7686
1/24/2024,5.23,5.32,0.16,5.25,5.22,4.4516,-0.7684
1/25/2024,5.23,5.32,0.16,5.17,5.22,4.4508,-0.7692
1/26/2024,5.23,5.32,0.16,5.2,5.22,4.4511,-0.7689
1/29/2024,5.25,5.32,0.16,5.15,5.22,4.4596,-0.7604
1/30/2024,5.25,5.32,0.16,5.2,5.22,4.4601,-0.7599
1/31/2024,5.24,5.32,0.16,5.08,5.22,4.4544,-0.7656
2/1/2024,5.24,5.32,0.16,5.06,5.24,4.4542,-0.7858
2/2/2024,5.24,5.32,0.16,5.21,5.24,4.4557,-0.7843
2/5/2024,5.24,5.32,0.16,5.3,5.24,4.4566,-0.7834
2/6/2024,5.24,5.32,0.16,5.22,5.24,4.4558,-0.7842
2/7/2024,5.24,5.32,0.16,5.24,5.24,4.456,-0.784
2/8/2024,5.24,5.32,0.16,5.26,5.24,4.4562,-0.7838
2/9/2024,5.24,5.32,0.16,5.28,5.24,4.4564,-0.7836
2/12/2024,5.24,5.32,0.16,5.27,5.24,4.4563,-0.7837
2/13/2024,5.24,5.32,0.16,5.43,5.24,4.4579,-0.7821
2/14/2024,5.24,5.32,0.16,5.35,5.24,4.4571,-0.7829
2/15/2024,5.24,5.32,0.16,5.32,5.24,4.4568,-0.7832
2/16/2024,5.24,5.32,0.16,5.39,5.24,4.4575,-0.7825
2/19/2024,5.24,5.32,0.16,5.39,5.24,4.4575,-0.7825
2/20/2024,5.24,5.32,0.16,5.34,5.24,4.457,-0.783
2/21/2024,5.24,5.32,0.16,5.39,5.24,4.4575,-0.7825
2/22/2024,5.24,5.32,0.16,5.4,5.24,4.4576,-0.7824
2/23/2024,5.24,5.32,0.16,5.4,5.24,4.4576,-0.7824
2/26/2024,5.24,5.32,0.16,5.44,5.24,4.458,-0.782
2/27/2024,5.24,5.32,0.16,5.45,5.24,4.4581,-0.7819
2/28/2024,5.24,5.32,0.16,5.42,5.24,4.4578,-0.7822
2/29/2024,5.22,5.32,0.16,5.41,5.24,4.4487,-0.7913
3/1/2024,5.22,5.32,0.16,5.34,5.24,4.448,-0.792
3/4/2024,5.22,5.32,0.16,5.38,5.24,4.4484,-0.7916
3/5/2024,5.22,5.32,0.16,5.34,5.24,4.448,-0.792
3/6/2024,5.22,5.32,0.16,5.34,5.24,4.448,-0.792
3/7/2024,5.24,5.32,0.16,5.29,5.24,4.4565,-0.7835
3/8/2024,5.32,5.32,0.16,5.25,5.24,4.4921,-0.7479
3/11/2024,5.32,5.32,0.16,5.3,5.24,4.4926,-0.7474
3/12/2024,5.32,5.32,0.16,5.34,5.24,4.493,-0.747
3/13/2024,5.28,5.32,0.16,5.36,5.24,4.4752,-0.7648
3/14/2024,5.28,5.32,0.16,5.41,5.24,4.4757,-0.7643
3/15/2024,5.31,5.32,0.16,5.44,5.24,4.4895,-0.7505
3/18/2024,5.29,5.32,0.16,5.43,5.24,4.4804,-0.7596
3/19/2024,5.26,5.32,0.16,5.39,5.24,4.4665,-0.7735
3/20/2024,5.31,5.32,0.16,5.33,5.24,4.4884,-0.7516
3/21/2024,5.32,5.32,0.16,5.33,5.24,4.4929,-0.7471
3/22/2024,5.32,5.32,0.16,5.29,5.24,4.4925,-0.7475
3/25/2024,5.32,5.32,0.16,5.33,5.24,4.4929,-0.7471
3/26/2024,5.24,5.32,0.16,5.33,5.24,4.4569,-0.7831
3/27/2024,5.2,5.32,0.16,5.31,5.24,4.4387,-0.8013
3/28/2024,5.34,5.32,0.16,5.36,5.24,4.5022,-0.7378
3/29/2024,5.34,5.32,0.16,5.36,5.24,4.5022,-0.7378
3/31/2024,5.34,5.32,0.16,5.36,5.24,4.5022,-0.7378
4/1/2024,5.34,5.32,0.16,5.42,5.24,4.5028,-0.7372
4/2/2024,5.27,5.32,0.16,5.4,5.24,4.4711,-0.7689
4/3/2024,5.3,5.32,0.16,5.37,5.24,4.4843,-0.7557
4/4/2024,5.3,5.32,0.16,5.33,5.24,4.4839,-0.7561
4/5/2024,5.3,5.32,0.16,5.43,5.24,4.4849,-0.7551
4/8/2024,5.3,5.32,0.16,5.47,5.24,4.4853,-0.7547
4/9/2024,5.34,5.32,0.16,5.42,5.24,4.5028,-0.7372
4/10/2024,5.34,5.32,0.16,5.62,5.24,4.5048,-0.7352
4/11/2024,5.34,5.32,0.16,5.6,5.24,4.5046,-0.7354
4/12/2024,5.34,5.32,0.16,5.57,5.24,4.5043,-0.7357
4/15/2024,5.34,5.32,0.16,5.61,5.24,4.5047,-0.7353
4/16/2024,5.34,5.32,0.16,5.67,5.24,4.5053,-0.7347
4/17/2024,5.34,5.32,0.16,5.63,5.24,4.5049,-0.7351
4/18/2024,5.34,5.32,0.16,5.67,5.24,4.5053,-0.7347
4/19/2024,5.34,5.32,0.16,5.66,5.24,4.5052,-0.7348
4/22/2024,5.34,5.32,0.16,5.65,5.24,4.5051,-0.7349
4/23/2024,5.34,5.32,0.16,5.59,5.24,4.5045,-0.7355
4/24/2024,5.37,5.32,0.16,5.61,5.24,4.5182,-0.7218
4/25/2024,5.37,5.32,0.16,5.66,5.24,4.5187,-0.7213
4/26/2024,5.37,5.32,0.16,5.65,5.24,4.5186,-0.7214
4/29/2024,5.33,5.32,0.16,5.63,5.24,4.5004,-0.7396
4/30/2024,5.34,5.32,0.16,5.68,5.24,4.5054,-0.7346
5/1/2024,5.34,5.32,0.16,5.61,5.25,4.5047,-0.7453
5/2/2024,5.37,5.32,0.16,5.53,5.25,4.5174,-0.7326
5/3/2024,5.37,5.32,0.16,5.45,5.25,4.5166,-0.7334
5/6/2024,5.37,5.32,0.16,5.46,5.25,4.5167,-0.7333
5/7/2024,5.34,5.32,0.16,5.45,5.25,4.5031,-0.7469
5/8/2024,5.33,5.32,0.16,5.47,5.25,4.4988,-0.7512
5/9/2024,5.3,5.32,0.16,5.45,5.25,4.4851,-0.7649
5/10/2024,5.3,5.32,0.16,5.49,5.25,4.4855,-0.7645
5/13/2024,5.3,5.32,0.16,5.5,5.25,4.4856,-0.7644
5/14/2024,5.3,5.32,0.16,5.46,5.25,4.4852,-0.7648
5/15/2024,5.29,5.32,0.16,5.38,5.25,4.4799,-0.7701
5/16/2024,5.29,5.32,0.16,5.43,5.25,4.4804,-0.7696
5/17/2024,5.29,5.32,0.16,5.45,5.25,4.4806,-0.7694
5/20/2024,5.26,5.32,0.16,5.47,5.25,4.4673,-0.7827
5/21/2024,5.26,5.32,0.16,5.45,5.25,4.4671,-0.7829
5/22/2024,5.34,5.32,0.16,5.49,5.25,4.5035,-0.7465
5/23/2024,5.3,5.32,0.16,5.54,5.25,4.486,-0.764
5/24/2024,5.29,5.32,0.16,5.54,5.25,4.4815,-0.7685
5/27/2024,5.29,5.32,0.16,5.55,5.25,4.4816,-0.7684
5/28/2024,5.33,5.32,0.16,5.58,5.25,4.4999,-0.7501
5/29/2024,5.36,5.32,0.16,5.6,5.25,4.5136,-0.7364
5/30/2024,5.36,5.32,0.16,5.55,5.25,4.5131,-0.7369
5/31/2024,5.33,5.32,0.16,5.48,5.25,4.4989,-0.7511
6/1/2024,5.33,5.32,0.16,5.48,5.24,4.4989,-0.7411
6/3/2024,5.33,5.32,0.16,5.43,5.24,4.4984,-0.7416
6/4/2024,5.37,5.32,0.16,5.39,5.24,4.516,-0.724
6/5/2024,5.37,5.32,0.16,5.35,5.24,4.5156,-0.7244
6/6/2024,5.27,5.32,0.16,5.37,5.24,4.4708,-0.7692
6/7/2024,5.28,5.32,0.16,5.5,5.24,4.4766,-0.7634
6/10/2024,5.31,5.32,0.16,5.51,5.24,4.4902,-0.7498
6/11/2024,5.3,5.32,0.16,5.46,5.24,4.4852,-0.7548
6/12/2024,5.3,5.32,0.16,5.4,5.24,4.4846,-0.7554
6/13/2024,5.29,5.32,0.16,5.34,5.24,4.4795,-0.7605
6/14/2024,5.27,5.32,0.16,5.35,5.24,4.4706,-0.7694
6/17/2024,5.22,5.32,0.16,5.44,5.24,4.449,-0.791
6/18/2024,5.23,5.32,0.16,5.38,5.24,4.4529,-0.7871
6/19/2024,5.23,5.32,0.16,5.38,5.24,4.4529,-0.7871
6/20/2024,5.23,5.32,0.16,5.41,5.24,4.4532,-0.7868
6/21/2024,5.23,5.32,0.16,5.41,5.24,4.4532,-0.7868
6/24/2024,5.23,5.32,0.16,5.41,5.24,4.4532,-0.7868
6/25/2024,5.27,5.32,0.16,5.42,5.24,4.4713,-0.7687
6/26/2024,5.26,5.32,0.16,5.47,5.24,4.4673,-0.7727
6/27/2024,5.26,5.32,0.16,5.44,5.24,4.467,-0.773
6/28/2024,5.26,5.32,0.16,5.44,5.24,4.467,-0.773
6/30/2024,5.26,5.32,0.16,5.44,5.24,4.467,-0.773
7/1/2024,5.35,5.32,0.16,5.46,5.2,4.5077,-0.6923
7/2/2024,5.29,5.32,0.16,5.43,5.2,4.4804,-0.7196
7/3/2024,5.29,5.32,0.16,5.37,5.2,4.4798,-0.7202
7/4/2024,5.29,5.32,0.16,5.36,5.2,4.4797,-0.7203
7/5/2024,5.29,5.32,0.16,5.28,5.2,4.4789,-0.7211
7/8/2024,5.29,5.32,0.16,5.3,5.2,4.4791,-0.7209
7/9/2024,5.27,5.32,0.16,5.3,5.2,4.4701,-0.7299
7/10/2024,5.35,5.32,0.16,5.3,5.2,4.5061,-0.6939
7/11/2024,5.25,5.32,0.16,5.19,5.2,4.46,-0.74
7/12/2024,5.35,5.32,0.16,5.13,5.2,4.5044,-0.6956
7/15/2024,5.35,5.32,0.16,5.13,5.2,4.5044,-0.6956
7/16/2024,5.35,5.32,0.16,5.11,5.2,4.5042,-0.6958
7/17/2024,5.35,5.32,0.16,5.12,5.2,4.5043,-0.6957
7/18/2024,5.35,5.32,0.16,5.16,5.2,4.5047,-0.6953
7/19/2024,5.35,5.32,0.16,5.19,5.2,4.505,-0.695
7/22/2024,5.29,5.32,0.16,5.2,5.2,4.4781,-0.7219
7/23/2024,5.29,5.32,0.16,5.17,5.2,4.4778,-0.7222
7/24/2024,5.29,5.32,0.16,5.16,5.2,4.4777,-0.7223
7/25/2024,5.32,5.32,0.16,5.17,5.2,4.4913,-0.7087
7/26/2024,5.32,5.32,0.16,5.11,5.2,4.4907,-0.7093
7/29/2024,5.32,5.32,0.16,5.11,5.2,4.4907,-0.7093
7/30/2024,5.32,5.32,0.16,5.09,5.2,4.4905,-0.7095
7/31/2024,5.3,5.32,0.16,4.99,5.2,4.4805,-0.7195
8/1/2024,5.19,5.32,0.16,4.92,5.05,4.4303,-0.6197
8/2/2024,5.19,5.32,0.16,4.7,5.05,4.4281,-0.6219
8/5/2024,5.19,5.32,0.16,4.78,5.05,4.4289,-0.6211
8/6/2024,5.19,5.32,0.16,4.85,5.05,4.4296,-0.6204
8/7/2024,5.19,5.32,0.16,4.84,5.05,4.4295,-0.6205
8/8/2024,5.16,5.32,0.16,4.88,5.05,4.4164,-0.6336
8/9/2024,5.11,5.32,0.16,4.88,5.05,4.3939,-0.6561
8/12/2024,5.11,5.32,0.16,4.85,5.05,4.3936,-0.6564
8/13/2024,5.11,5.32,0.16,4.77,5.05,4.3928,-0.6572
8/14/2024,5.11,5.32,0.16,4.77,5.05,4.3928,-0.6572
8/15/2024,5.15,5.32,0.16,4.87,5.05,4.4118,-0.6382
8/16/2024,5.15,5.32,0.16,4.83,5.05,4.4114,-0.6386
8/19/2024,5.13,5.32,0.16,4.83,5.05,4.4024,-0.6476
8/20/2024,5.13,5.32,0.16,4.77,5.05,4.4018,-0.6482
8/21/2024,5.06,5.32,0.16,4.71,5.05,4.3697,-0.6803
8/22/2024,5.06,5.32,0.16,4.78,5.05,4.3704,-0.6796
8/23/2024,5.06,5.32,0.16,4.68,5.05,4.3694,-0.6806
8/26/2024,5.06,5.32,0.16,4.7,5.05,4.3696,-0.6804
8/27/2024,5.06,5.32,0.16,4.67,5.05,4.3693,-0.6807
8/28/2024,5.06,5.32,0.16,4.67,5.05,4.3693,-0.6807
8/29/2024,5.04,5.32,0.16,4.69,5.05,4.3605,-0.6895
8/30/2024,5.04,5.32,0.16,4.7,5.05,4.3606,-0.6894
8/31/2024,5.04,5.32,0.16,4.69,5.05,4.3605,-0.6895
9/1/2024,5.04,5.32,0.16,4.69,4.72,4.3605,-0.3595
9/2/2024,5.04,5.32,0.16,4.68,4.72,4.3604,-0.3596
9/3/2024,5.02,5.32,0.16,4.65,4.72,4.3511,-0.3689
9/4/2024,5.02,5.32,0.16,4.56,4.72,4.3502,-0.3698
9/5/2024,5.02,5.32,0.16,4.54,4.72,4.35,-0.37
9/6/2024,5.02,5.32,0.16,4.46,4.72,4.3492,-0.3708
9/9/2024,4.99,5.32,0.16,4.47,4.72,4.3358,-0.3842
9/10/2024,4.99,5.32,0.16,4.41,4.72,4.3352,-0.3848
9/11/2024,4.99,5.32,0.16,4.45,4.72,4.3356,-0.3844
9/12/2024,5.03,5.32,0.16,4.45,4.72,4.3536,-0.3664
9/13/2024,5.03,5.32,0.16,4.39,4.72,4.353,-0.367
9/16/2024,5.03,5.32,0.16,4.35,4.72,4.3526,-0.3674
9/17/2024,5.03,5.32,0.16,4.38,4.72,4.3529,-0.3671
9/18/2024,5.03,5.32,0.16,4.4,4.72,4.3531,-0.3669
9/19/2024,4.62,5.32,0.16,4.35,4.72,4.1681,-0.5519
9/20/2024,4.64,5.32,0.16,4.32,4.72,4.1768,-0.5432
9/23/2024,4.64,5.32,0.16,4.32,4.72,4.1768,-0.5432
9/24/2024,4.64,5.32,0.16,4.28,4.72,4.1764,-0.5436
9/25/2024,4.64,5.32,0.16,4.32,4.72,4.1768,-0.5432
9/26/2024,4.64,5.32,0.16,4.37,4.72,4.1773,-0.5427
9/27/2024,4.64,5.32,0.16,4.31,4.72,4.1767,-0.5433
9/30/2024,4.64,5.32,0.16,4.38,4.72,4.1774,-0.5426
10/1/2024,4.64,5.32,0.16,4.34,4.51,4.177,-0.333
10/2/2024,4.58,5.32,0.16,4.36,4.51,4.1502,-0.3598
10/3/2024,4.58,5.32,0.16,4.42,4.51,4.1508,-0.3592
10/4/2024,4.58,5.32,0.16,4.59,4.51,4.1525,-0.3575
10/7/2024,4.58,5.32,0.16,4.64,4.51,4.153,-0.357
10/8/2024,4.57,5.32,0.16,4.62,4.51,4.1483,-0.3617
10/9/2024,4.57,5.32,0.16,4.66,4.51,4.1487,-0.3613
10/10/2024,4.54,5.32,0.16,4.61,4.51,4.1347,-0.3753
10/11/2024,4.66,5.32,0.16,4.58,4.51,4.1884,-0.3216
10/14/2024,4.66,5.32,0.16,4.58,4.51,4.1884,-0.3216
10/15/2024,4.66,5.32,0.16,4.58,4.51,4.1884,-0.3216
10/16/2024,4.58,5.32,0.16,4.56,4.51,4.1522,-0.3578
10/17/2024,4.58,5.32,0.16,4.6,4.51,4.1526,-0.3574
10/18/2024,4.58,5.32,0.16,4.58,4.51,4.1524,-0.3576
10/21/2024,4.58,5.32,0.16,4.66,4.51,4.1532,-0.3568
10/22/2024,4.6,5.32,0.16,4.68,4.51,4.1624,-0.3476
10/23/2024,4.68,5.32,0.16,4.72,4.51,4.1988,-0.3112
10/24/2024,4.66,5.32,0.16,4.71,4.51,4.1897,-0.3203
10/25/2024,4.65,5.32,0.16,4.74,4.51,4.1855,-0.3245
10/28/2024,4.65,5.32,0.16,4.76,4.51,4.1857,-0.3243
10/29/2024,4.65,5.32,0.16,4.74,4.51,4.1855,-0.3245
10/30/2024,4.65,5.32,0.16,4.79,4.51,4.186,-0.324
10/31/2024,4.67,5.32,0.16,4.8,4.51,4.1951,-0.3149
11/1/2024,4.67,5.32,0.16,4.85,4.42,4.1956,-0.2244
11/4/2024,4.65,5.32,0.16,4.8,4.42,4.1861,-0.2339
11/5/2024,4.46,5.32,0.16,4.82,4.42,4.1008,-0.3192
11/6/2024,4.46,5.32,0.16,4.86,4.42,4.1012,-0.3188
11/7/2024,4.46,5.32,0.16,4.76,4.42,4.1002,-0.3198
11/8/2024,4.46,5.32,0.16,4.8,4.42,4.1006,-0.3194
11/11/2024,4.46,5.32,0.16,4.8,4.42,4.1006,-0.3194
11/12/2024,4.48,5.32,0.16,4.87,4.42,4.1103,-0.3097
11/13/2024,4.48,5.32,0.16,4.82,4.42,4.1098,-0.3102
11/14/2024,4.45,5.32,0.16,4.89,4.42,4.097,-0.323
11/15/2024,4.47,5.32,0.16,4.86,4.42,4.1057,-0.3143
11/18/2024,4.47,5.32,0.16,4.83,4.42,4.1054,-0.3146
11/19/2024,4.47,5.32,0.16,4.82,4.42,4.1053,-0.3147
11/20/2024,4.47,5.32,0.16,4.86,4.42,4.1057,-0.3143
11/21/2024,4.56,5.32,0.16,4.89,4.42,4.1465,-0.2735
11/22/2024,4.56,5.32,0.16,4.91,4.42,4.1467,-0.2733
11/25/2024,4.46,5.32,0.16,4.8,4.42,4.1006,-0.3194
11/26/2024,4.55,5.32,0.16,4.82,4.42,4.1413,-0.2787
11/27/2024,4.58,5.32,0.16,4.8,4.42,4.1546,-0.2654
11/28/2024,4.58,5.32,0.16,4.8,4.42,4.1546,-0.2654
11/29/2024,4.58,5.32,0.16,4.75,4.42,4.1541,-0.2659
11/30/2024,4.58,5.32,0.16,4.76,4.42,4.1542,-0.2658
12/1/2024,4.58,5.32,0.16,4.76,4.27,4.1542,-0.1158
12/2/2024,4.58,5.32,0.16,4.77,4.27,4.1543,-0.1157
12/3/2024,4.58,5.32,0.16,4.76,4.27,4.1542,-0.1158
12/4/2024,4.53,5.32,0.16,4.71,4.27,4.1312,-0.1388
12/5/2024,4.51,5.32,0.16,4.72,4.27,4.1223,-0.1477
12/6/2024,4.47,5.32,0.16,4.68,4.27,4.1039,-0.1661
12/9/2024,4.49,5.32,0.16,4.7,4.27,4.1131,-0.1569
12/10/2024,4.5,5.32,0.16,4.71,4.27,4.1177,-0.1523
12/11/2024,4.43,5.32,0.16,4.72,4.27,4.0863,-0.1837
12/12/2024,4.43,5.32,0.16,4.75,4.27,4.0866,-0.1834
12/13/2024,4.5,5.32,0.16,4.8,4.27,4.1186,-0.1514
12/16/2024,4.48,5.32,0.16,4.79,4.27,4.1095,-0.1605
12/17/2024,4.47,5.32,0.16,4.79,4.27,4.105,-0.165
12/18/2024,4.47,5.32,0.16,4.9,4.27,4.1061,-0.1639
12/19/2024,4.39,5.32,0.16,4.9,4.27,4.0701,-0.1999
12/20/2024,4.39,5.32,0.16,4.89,4.27,4.07,-0.2
12/23/2024,4.37,5.32,0.16,4.91,4.27,4.0612,-0.2088
12/24/2024,4.37,5.32,0.16,4.91,4.27,4.0612,-0.2088
12/25/2024,4.37,5.32,0.16,4.91,4.27,4.0612,-0.2088
12/26/2024,4.37,5.32,0.16,4.9,4.27,4.0611,-0.2089
12/27/2024,4.37,5.32,0.16,4.9,4.27,4.0611,-0.2089
12/30/2024,4.37,5.32,0.16,4.83,4.27,4.0604,-0.2096
12/31/2024,4.37,5.32,0.16,4.85,4.27,4.0606,-0.2094
1/1/2025,4.37,5.32,0.16,4.85,4.21,4.0606,-0.1494
1/2/2025,4.4,5.32,0.16,4.85,4.21,4.0741,-0.1359
1/3/2025,4.38,5.32,0.16,4.87,4.21,4.0653,-0.1447
1/6/2025,4.35,5.32,0.16,4.86,4.21,4.0517,-0.1583
1/7/2025,4.32,5.32,0.16,4.89,4.21,4.0385,-0.1715
1/8/2025,4.32,5.32,0.16,4.87,4.21,4.0383,-0.1717
1/9/2025,4.32,5.32,0.16,4.86,4.21,4.0382,-0.1718
1/10/2025,4.27,5.32,0.16,4.97,4.21,4.0168,-0.1932
1/13/2025,4.27,5.32,0.16,4.98,4.21,4.0169,-0.1931
1/14/2025,4.27,5.32,0.16,4.96,4.21,4.0167,-0.1933
1/15/2025,4.27,5.32,0.16,4.85,4.21,4.0156,-0.1944
1/16/2025,4.33,5.32,0.16,4.83,4.21,4.0424,-0.1676
1/17/2025,4.33,5.32,0.16,4.86,4.21,4.0427,-0.1673
1/20/2025,4.33,5.32,0.16,4.85,4.21,4.0426,-0.1674
1/21/2025,4.31,5.32,0.16,4.84,4.21,4.0335,-0.1765
1/22/2025,4.33,5.32,0.16,4.86,4.21,4.0427,-0.1673
1/23/2025,4.29,5.32,0.16,4.85,4.21,4.0246,-0.1854
1/24/2025,4.29,5.32,0.16,4.82,4.21,4.0243,-0.1857
1/27/2025,4.29,5.32,0.16,4.76,4.21,4.0237,-0.1863
1/28/2025,4.29,5.32,0.16,4.76,4.21,4.0237,-0.1863
1/29/2025,4.27,5.32,0.16,4.79,4.21,4.015,-0.195
1/30/2025,4.38,5.32,0.16,4.76,4.21,4.0642,-0.1458
1/31/2025,4.38,5.32,0.16,4.79,4.21,4.0645,-0.1455
2/1/2025,4.38,5.32,0.16,4.79,4.22,4.0645,-0.1555
2/3/2025,4.35,5.32,0.16,4.83,4.22,4.0514,-0.1686
2/4/2025,4.35,5.32,0.16,4.79,4.22,4.051,-0.169
2/5/2025,4.26,5.32,0.16,4.76,4.22,4.0102,-0.2098
2/6/2025,4.26,5.32,0.16,4.78,4.22,4.0104,-0.2096
2/7/2025,4.38,5.32,0.16,4.85,4.22,4.0651,-0.1549
2/10/2025,4.38,5.32,0.16,4.83,4.22,4.0649,-0.1551
2/11/2025,4.28,5.32,0.16,4.84,4.22,4.02,-0.2
2/12/2025,4.38,5.32,0.16,4.89,4.22,4.0655,-0.1545
2/13/2025,4.38,5.32,0.16,4.84,4.22,4.065,-0.155
2/14/2025,4.39,5.32,0.16,4.79,4.22,4.069,-0.151
2/17/2025,4.39,5.32,0.16,4.78,4.22,4.0689,-0.1511
2/18/2025,4.39,5.32,0.16,4.81,4.22,4.0692,-0.1508
2/19/2025,4.31,5.32,0.16,4.78,4.22,4.0329,-0.1871
2/20/2025,4.33,5.32,0.16,4.78,4.22,4.0419,-0.1781
2/21/2025,4.33,5.32,0.16,4.72,4.22,4.0413,-0.1787
2/24/2025,4.33,5.32,0.16,4.71,4.22,4.0412,-0.1788
2/25/2025,4.33,5.32,0.16,4.66,4.22,4.0407,-0.1793
2/26/2025,4.32,5.32,0.16,4.64,4.22,4.036,-0.184
2/27/2025,4.3,5.32,0.16,4.64,4.22,4.027,-0.193
2/28/2025,4.39,5.32,0.16,4.61,4.22,4.0672,-0.1528
3/1/2025,4.39,5.32,0.16,4.61,4.2,4.0672,-0.1328
3/3/2025,4.39,5.32,0.16,4.59,4.2,4.067,-0.133
3/4/2025,4.3,5.32,0.16,4.58,4.2,4.0264,-0.1736
3/5/2025,4.29,5.32,0.16,4.63,4.2,4.0224,-0.1776
3/6/2025,4.27,5.32,0.16,4.61,4.2,4.0132,-0.1868
3/7/2025,4.27,5.32,0.16,4.65,4.2,4.0136,-0.1864
3/10/2025,4.27,5.32,0.16,4.58,4.2,4.0129,-0.1871
