DATE,DCPF3M,IR3TCD01USM156N,IR3TED01USM156N,BAMLC1A0C13YEY,TB3MS,BSBY_proxy_3M,TED_new
3/11/2025,4.27,5.32,0.16,4.65,4.2,4.0136,-0.1864
3/12/2025,4.27,5.32,0.16,4.7,4.2,4.0141,-0.1859
3/13/2025,4.28,5.32,0.16,4.69,4.2,4.0185,-0.1815
3/14/2025,4.33,5.32,0.16,4.73,4.2,4.0414,-0.1586
3/17/2025,4.27,5.32,0.16,4.74,4.2,4.0145,-0.1855
3/18/2025,4.27,5.32,0.16,4.72,4.2,4.0143,-0.1857
3/19/2025,4.27,5.32,0.16,4.65,4.2,4.0136,-0.1864
3/20/2025,4.27,5.32,0.16,4.62,4.2,4.0133,-0.1867
3/21/2025,4.27,5.32,0.16,4.62,4.2,4.0133,-0.1867
3/24/2025,4.3,5.32,0.16,4.69,4.2,4.0275,-0.1725
3/25/2025,4.35,5.32,0.16,4.66,4.2,4.0497,-0.1503
3/26/2025,4.35,5.32,0.16,4.68,4.2,4.0499,-0.1501
3/27/2025,4.28,5.32,0.16,4.67,4.2,4.0183,-0.1817
3/28/2025,4.3,5.32,0.16,4.6,4.2,4.0266,-0.1734
3/31/2025,4.3,5.32,0.16,4.61,4.2,4.0267,-0.1733
4/1/2025,4.26,5.32,0.16,4.59,4.2,4.0085,-0.1915
4/2/2025,4.3,5.32,0.16,4.62,4.2,4.0268,-0.1732
4/3/2025,4.3,5.32,0.16,4.52,4.2,4.0258,-0.1742
4/4/2025,4.32,5.32,0.16,4.59,4.2,4.0355,-0.1645
4/7/2025,4.32,5.32,0.16,4.77,4.2,4.0373,-0.1627
4/8/2025,4.32,5.32,0.16,4.72,4.2,4.0368,-0.1632
4/9/2025,4.29,5.32,0.16,4.91,4.2,4.0252,-0.1748
4/10/2025,4.35,5.32,0.16,4.87,4.2,4.0518,-0.1482
4/11/2025,4.35,5.32,0.16,4.99,4.2,4.053,-0.147
4/14/2025,4.35,5.32,0.16,4.85,4.2,4.0516,-0.1484
4/15/2025,4.39,5.32,0.16,4.83,4.2,4.0694,-0.1306
4/16/2025,4.39,5.32,0.16,4.75,4.2,4.0686,-0.1314
4/17/2025,4.39,5.32,0.16,4.75,4.2,4.0686,-0.1314
4/18/2025,4.39,5.32,0.16,4.75,4.2,4.0686,-0.1314
4/21/2025,4.34,5.32,0.16,4.74,4.2,4.046,-0.154
4/22/2025,4.19,5.32,0.16,4.77,4.2,3.9788,-0.2212
4/23/2025,4.26,5.32,0.16,4.78,4.2,4.0104,-0.1896
4/24/2025,4.26,5.32,0.16,4.7,4.2,4.0096,-0.1904
4/25/2025,4.37,5.32,0.16,4.64,4.2,4.0585,-0.1415
4/28/2025,4.37,5.32,0.16,4.55,4.2,4.0576,-0.1424
4/29/2025,4.38,5.32,0.16,4.53,4.2,4.0619,-0.1381
